path	line	name	visibility	return_type	returns_result	classification	signals
pillow-rs/src/compute/mod.rs	73	execute_batch	private	"Result<DynamicImage, PilError>; } // ── Modules ──────────────────────────────────────────────────────────────── // AS PER DESIGN — DO NOT REMOVE: // backend_op: BackendOp trait for per-backend capability detection // op_def: define_op! macro — single-definition op registration /// Per-backend capability trait used by operation descriptors. pub mod backend_op; /// Macro-backed operation registration helpers. pub mod op_def; mod pool_cpu; #[cfg(feature = ""gpu"")] mod pool_gpu; mod pool_simd; pub mod registry; pub use pool_cpu::CpuPool; #[cfg(feature = ""gpu"")] pub use pool_gpu::GpuPool; pub use pool_simd::SimdPool; // ── Backend activation ───────────────────────────────────────────────────── static ACTIVE: std::sync::OnceLock<Mutex<HashSet<Backend>>> = std::sync::OnceLock::new(); fn active() -> &'static Mutex<HashSet<Backend>>"	true	ok_result	
pillow-rs/src/compute/mod.rs	106	active	private	&'static Mutex<HashSet<Backend>>	false	likely_infallible	
pillow-rs/src/compute/mod.rs	114	active_lock	private	Result<MutexGuard<'static, HashSet<Backend>>, PilError>	true	ok_result	map_err
pillow-rs/src/compute/mod.rs	128	enable_backend	pub	Result<bool, PilError>	true	ok_result	question_operator
pillow-rs/src/compute/mod.rs	139	disable_backend	pub	Result<bool, PilError>	true	ok_result	question_operator
pillow-rs/src/compute/mod.rs	148	backend_enabled	pub	Result<bool, PilError>	true	ok_result	question_operator
pillow-rs/src/compute/mod.rs	158	active_backends	pub	Result<Vec<Backend>, PilError>	true	ok_result	question_operator
pillow-rs/src/compute/mod.rs	169	pools	private	&'static [Box<dyn BackendImpl>]	false	likely_infallible	
pillow-rs/src/compute/mod.rs	184	available_backends	pub	Vec<Backend>	false	likely_infallible	
pillow-rs/src/compute/mod.rs	196	route	pub	Result<Backend, PilError>	true	ok_result	question_operator
pillow-rs/src/compute/mod.rs	220	validate_backend_support	pub	Result<(), PilError>	true	ok_result	question_operator,ok_or,result_ctor
pillow-rs/src/compute/mod.rs	248	execute_batch	pub	Result<DynamicImage, PilError>	true	ok_result	question_operator,result_ctor
pillow-rs/src/compute/op_def.rs	79	registry	private	&'static Mutex<HashMap<&'static str, OpEntry>>	false	likely_infallible	
pillow-rs/src/compute/op_def.rs	91	register_op	pub	Result<(), PilError>	true	ok_result	question_operator,map_err,result_ctor
pillow-rs/src/compute/op_def.rs	106	get_op	pub	Result<Option<OpEntry>, PilError>	true	ok_result	question_operator,map_err
pillow-rs/src/compute/op_def.rs	115	registered_keys	pub	Result<Vec<&'static str>, PilError>	true	ok_result	question_operator,map_err
pillow-rs/src/compute/op_def.rs	125	is_registered	pub	Result<bool, PilError>	true	ok_result	question_operator,map_err
pillow-rs/src/compute/op_def.rs	258	register_and_retrieve	private	Result<(), PilError>	true	ok_result	question_operator,unwrap
pillow-rs/src/compute/op_def.rs	278	registered_keys_includes_test_key	private	Result<(), PilError>	true	ok_result	question_operator
pillow-rs/src/compute/op_def.rs	294	duplicate_key_returns_error	private	Result<(), PilError>	true	ok_result	question_operator,result_ctor
pillow-rs/src/compute/pool_cpu/mod.rs	16	name	private	Backend	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/mod.rs	20	priority	private	u8	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/mod.rs	24	supports	private	bool	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/mod.rs	28	execute_batch	private	Result<DynamicImage, PilError>	true	ok_result	question_operator
pillow-rs/src/compute/pool_cpu/ops/chops.rs	47	channel_op_binary	private	u8, ) -> Result<DynamicImage, PilError>	true	ok_result	question_operator,ok_or,result_ctor
pillow-rs/src/compute/pool_cpu/ops/chops.rs	110	channel_op_binary_lut	private	Result<DynamicImage, PilError>	true	ok_result	
pillow-rs/src/compute/pool_cpu/ops/chops.rs	172	op_chops_add	pub	Result<DynamicImage, PilError>	true	ok_result	
pillow-rs/src/compute/pool_cpu/ops/chops.rs	183	op_chops_subtract	pub	Result<DynamicImage, PilError>	true	ok_result	
pillow-rs/src/compute/pool_cpu/ops/chops.rs	194	op_chops_multiply	pub	Result<DynamicImage, PilError>	true	ok_result	
pillow-rs/src/compute/pool_cpu/ops/chops.rs	198	op_chops_screen	pub	Result<DynamicImage, PilError>	true	ok_result	
pillow-rs/src/compute/pool_cpu/ops/chops.rs	204	op_chops_darker	pub	Result<DynamicImage, PilError>	true	ok_result	
pillow-rs/src/compute/pool_cpu/ops/chops.rs	208	op_chops_lighter	pub	Result<DynamicImage, PilError>	true	ok_result	
pillow-rs/src/compute/pool_cpu/ops/chops.rs	212	op_chops_difference	pub	Result<DynamicImage, PilError>	true	ok_result	
pillow-rs/src/compute/pool_cpu/ops/chops.rs	221	op_chops_overlay	pub	Result<DynamicImage, PilError>	true	ok_result	
pillow-rs/src/compute/pool_cpu/ops/chops.rs	225	op_chops_hard_light	pub	Result<DynamicImage, PilError>	true	ok_result	
pillow-rs/src/compute/pool_cpu/ops/chops.rs	232	op_chops_soft_light	pub	Result<DynamicImage, PilError>	true	ok_result	
pillow-rs/src/compute/pool_cpu/ops/chops.rs	239	op_chops_add_modulo	pub	Result<DynamicImage, PilError>	true	ok_result	
pillow-rs/src/compute/pool_cpu/ops/chops.rs	246	op_chops_subtract_modulo	pub	Result<DynamicImage, PilError>	true	ok_result	
pillow-rs/src/compute/pool_cpu/ops/chops.rs	253	op_chops_logical_and	pub	Result<DynamicImage, PilError>	true	ok_result	
pillow-rs/src/compute/pool_cpu/ops/chops.rs	260	op_chops_logical_or	pub	Result<DynamicImage, PilError>	true	ok_result	
pillow-rs/src/compute/pool_cpu/ops/chops.rs	267	op_chops_logical_xor	pub	Result<DynamicImage, PilError>	true	ok_result	
pillow-rs/src/compute/pool_cpu/ops/chops.rs	274	op_chops_constant	pub	DynamicImage	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/chops.rs	283	op_chops_offset	pub	DynamicImage	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/chops.rs	297	op_chops_blend	pub	Result<DynamicImage, PilError>	true	ok_result	question_operator
pillow-rs/src/compute/pool_cpu/ops/chops.rs	329	op_chops_composite	pub	Result<DynamicImage, PilError>	true	ok_result	question_operator
pillow-rs/src/compute/pool_cpu/ops/chops.rs	363	op_chops_duplicate	pub	DynamicImage	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/chops.rs	367	op_chops_invert	pub	Result<DynamicImage, PilError>	true	ok_result	question_operator,ok_or
pillow-rs/src/compute/pool_cpu/ops/color.rs	17	op_convert	pub	Result<DynamicImage, PilError>	true	ok_result	question_operator
pillow-rs/src/compute/pool_cpu/ops/color.rs	190	op_quantize	pub	Result<DynamicImage, PilError>	true	ok_result	question_operator,result_ctor
pillow-rs/src/compute/pool_cpu/ops/color.rs	219	op_remap_palette	pub	Result<DynamicImage, PilError>	true	ok_result	
pillow-rs/src/compute/pool_cpu/ops/color.rs	267	op_extract_band	pub	Result<DynamicImage, PilError>	true	ok_result	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	23	from_image	private	Self	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	33	into_image	private	DynamicImage	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	44	width	private	u32	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	53	height	private	u32	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	62	put_rgba	private	()	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	81	draw_native	private	DynamicImage where F: Fn(&mut NativeDrawCanvas),	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	91	draw_line_on_canvas	private	()	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	149	draw_rect_on_canvas	private	()	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	216	new	private	Self	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	243	delta	private	i128	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	247	next	private	Option<(i32, i32)>	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	295	new	private	Self	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	325	next	private	Option<(i32, i32, i32)>	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	380	draw_hline	private	()	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	396	draw_ellipse_segments	private	()	false	review_non_result_fallible	checked_arithmetic
pillow-rs/src/compute/pool_cpu/ops/draw.rs	431	draw_ellipse_on_canvas	private	()	false	review_non_result_fallible	checked_arithmetic
pillow-rs/src/compute/pool_cpu/ops/draw.rs	470	new	private	Self	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	478	contains	private	bool	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	484	width	private	u32	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	488	height	private	u32	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	492	put_rgba	private	()	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	503	width	private	u32	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	507	height	private	u32	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	511	put_rgba	private	()	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	519	draw_polygon_on_canvas	private	()	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	571	transpose	private	()	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	582	union_intervals	private	Vec<(i32, i32)>	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	597	intersect_intervals	private	Vec<(i32, i32)>	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	611	clip_intervals	private	Vec<(i32, i32)>	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	654	new	private	Self	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	662	next	private	Option<(i32, i32, i32)>	false	parser_review	question_operator
pillow-rs/src/compute/pool_cpu/ops/draw.rs	673	normalize_angles	private	(f32, f32)	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	691	clip	private	ClipNode	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	695	and	private	ClipNode	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	699	or	private	ClipNode	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	703	arc_clip_state	private	ClipEllipseState	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	781	chord_clip_state	private	ClipEllipseState	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	797	chord_line_clip_state	private	ClipEllipseState	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	817	pie_side_clip_state	private	ClipEllipseState	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	833	pie_clip_state	private	ClipEllipseState	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	856	draw_clipped_ellipse	private	()	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	880	draw_arc_on_canvas	private	()	false	review_non_result_fallible	checked_arithmetic
pillow-rs/src/compute/pool_cpu/ops/draw.rs	917	draw_chord_on_canvas	private	()	false	review_non_result_fallible	checked_arithmetic
pillow-rs/src/compute/pool_cpu/ops/draw.rs	957	draw_pieslice_on_canvas	private	()	false	review_non_result_fallible	checked_arithmetic
pillow-rs/src/compute/pool_cpu/ops/draw.rs	1011	op_draw_line	pub	Result<DynamicImage, PilError>	true	ok_result	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	1026	op_draw_rectangle	pub	Result<DynamicImage, PilError>	true	ok_result	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	1042	op_draw_rounded_rect	pub	Result<DynamicImage, PilError>	true	ok_result	result_ctor
pillow-rs/src/compute/pool_cpu/ops/draw.rs	1230	op_draw_ellipse	pub	Result<DynamicImage, PilError>	true	ok_result	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	1246	op_draw_circle	pub	Result<DynamicImage, PilError>	true	ok_result	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	1269	op_draw_polygon	pub	Result<DynamicImage, PilError>	true	ok_result	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	1283	op_draw_arc	pub	Result<DynamicImage, PilError>	true	ok_result	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	1303	op_draw_chord	pub	Result<DynamicImage, PilError>	true	ok_result	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	1321	op_draw_pieslice	pub	Result<DynamicImage, PilError>	true	ok_result	
pillow-rs/src/compute/pool_cpu/ops/draw.rs	1339	op_draw_point	pub	Result<DynamicImage, PilError>	true	ok_result	
pillow-rs/src/compute/pool_cpu/ops/effects.rs	24	new	private	Self	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/effects.rs	43	advance	private	i32	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/effects.rs	51	next	private	i32	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/effects.rs	69	default	private	Self	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/effects.rs	75	next	private	u32	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/effects.rs	86	op_effect_spread	pub	Result<DynamicImage, PilError>	true	ok_result	question_operator,ok_or
pillow-rs/src/compute/pool_cpu/ops/effects.rs	184	op_paste	pub	Result<DynamicImage, PilError>	true	ok_result	question_operator
pillow-rs/src/compute/pool_cpu/ops/effects.rs	291	op_alpha_composite	pub	Result<DynamicImage, PilError>	true	ok_result	question_operator,result_ctor
pillow-rs/src/compute/pool_cpu/ops/effects.rs	356	op_merge	pub	Result<DynamicImage, PilError>	true	ok_result	question_operator,ok_or,result_ctor
pillow-rs/src/compute/pool_cpu/ops/effects.rs	430	op_blend_module	pub	Result<DynamicImage, PilError>	true	ok_result	question_operator,result_ctor
pillow-rs/src/compute/pool_cpu/ops/effects.rs	495	composite_mask	private	Result<GrayImage, PilError>	true	ok_result	question_operator
pillow-rs/src/compute/pool_cpu/ops/effects.rs	508	composite_blend	private	u8	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/effects.rs	516	op_composite_module	pub	Result<DynamicImage, PilError>	true	ok_result	question_operator
pillow-rs/src/compute/pool_cpu/ops/effects.rs	629	op_eval	pub	Result<DynamicImage, PilError>	true	ok_result	result_ctor
pillow-rs/src/compute/pool_cpu/ops/effects.rs	669	op_effect_noise	pub	Result<DynamicImage, PilError>	true	ok_result	question_operator
pillow-rs/src/compute/pool_cpu/ops/effects.rs	713	op_point	pub	Result<DynamicImage, PilError>	true	ok_result	result_ctor
pillow-rs/src/compute/pool_cpu/ops/effects.rs	755	transform_affine_generic	private	DynamicImage	false	review_non_result_fallible	expect
pillow-rs/src/compute/pool_cpu/ops/effects.rs	847	op_transform	pub	Result<DynamicImage, PilError>	true	ok_result	question_operator,result_ctor
pillow-rs/src/compute/pool_cpu/ops/effects.rs	902	op_put_pixel	pub	Result<DynamicImage, PilError>	true	ok_result	result_ctor
pillow-rs/src/compute/pool_cpu/ops/effects.rs	941	op_put_data	pub	Result<DynamicImage, PilError>	true	ok_result	question_operator,ok_or
pillow-rs/src/compute/pool_cpu/ops/effects.rs	989	op_put_alpha	pub	DynamicImage	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/effects.rs	1055	table_index_3d	private	usize	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/effects.rs	1059	color_lut_interpolate	private	i16	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/effects.rs	1067	op_color3dlut	pub	Result<DynamicImage, PilError>	true	ok_result	question_operator,ok_or,result_ctor
pillow-rs/src/compute/pool_cpu/ops/effects.rs	1183	transform_mesh	pub	Result<DynamicImage, PilError>	true	ok_result	expect
pillow-rs/src/compute/pool_cpu/ops/effects.rs	1276	op_effect_mandelbrot	pub	Result<DynamicImage, PilError>	true	ok_result	
pillow-rs/src/compute/pool_cpu/ops/effects.rs	1317	darwin_rand_matches_pillow_oracle_sequence	private	()	false	likely_infallible	
pillow-rs/src/compute/pool_cpu/ops/effects.rs	1333	effect_noise_matches_pillow_pair_consumption_and_l_mode	private	()	false	review_non_result_fallible	expect
