surface_id,source_file,representative_mcp_ranges,uncovered_lines,uncovered_branches,uncovered_functions,region_count,initial_surface_category,input_surface,public_to_rust_chain,pillow_python_reference,why_not_reachable_or_first_divergence,wrong_implementation_question,right_rust_specific_implementation,classification,fixability,evidence_refs,agent_owner,investigation_status,agent_update,coverage_snapshot_id,coverage_run_id,coverage_command_id,coverage_command_name,coverage_suite,coverage_scope,coverage_outer_commit,coverage_measurement_commit,coverage_claim_status,coverage_snapshot_metrics,coverage_lineage_note,ranked_range_classification,first_divergence_location,divergence_id,coverage_insight_item_count,coverage_insight_source,coverage_insight_note
surface-011,pillow-rs/src/compute/pool_cpu/ops/effects.rs,513;869-870;873,71,18,33,18,public effects/defensive,public effect operations and validation,ImageEnhance.Brightness/Contrast/Color/Sharpness; ImageOps.autocontrast/invert/solarize/equalize -> Python facade -> PyImage -> Rust effect planner/CPU effects,Pillow 12.2.0 accepts supported L/RGB/RGBA effects; ImageOps wrappers normalize mode and arguments before ImagingCore calls; fillcolor is normalized by public constructors.,"effects.rs:513 is an exhaustive post-validation merge fallback after supported mode/band cases. effects.rs:869-873 handles transform fill=None, but public constructors normalize omitted fillcolor to Some(mode-appropriate zero) before this layer. No supported public input reaches these residual arms.","Are the uncovered effect merge and fill-none branches missing valid Pillow inputs, or are they defensive states after the public normalizers?",Keep exhaustive fallback handling and defensive fill logic. Do not add synthetic inputs merely to cover states that the public facade normalizes away.,unreachable,not_a_bug,"pillow-rs/src/compute/pool_cpu/ops/effects.rs:480-525,860-880; pillow-rs/src/ops/transform.rs public fill normalization; pillow-rs-py/python/pillow_rs/image.py effect/transform facade; Pillow 12.2.0 ImageEnhance/ImageOps behavior",luna-011-012,complete,Luna investigator: exhaustive effect fallback and fill=None paths are defensive after mode/fill validation; no files changed; no managed coverage run.,dbf551d1-12ce-4a17-84ff-79835939ff9e,cfa9906d-c8f9-4c12-b34b-ef226035d5d7,cb6bdc19-2ffc-46a0-8095-5a800879f8f9,pillow-rs strict CPU SIMD GPU coverage 870a1f4fb,pillow-rs-current-cpu-simd-gpu-coverage-20260815,CPU+SIMD+GPU snapshot; GPU included per latest task scope; fontdone and image-slash-star excluded,ed3fb5a377cea66e64d68936df679aa7ff7d749e,870a1f4fb6d74bcd4849dea9ded09e4cdce5e5ee,supported,regions 56232/62303; lines 35005/38270; branches 5630/6738; functions 2731/3160,"MCP snapshot measured commit differs from run checkout commit; snapshot/run IDs, suite, and artifact path are recorded for audit.",unreachable,none identified in assigned ranked ranges,none,50,ranked_targets,Exactly 50 ranked targets returned; each row is one target. Region ranges are representative where MCP marks regions_truncated=true; region_count remains authoritative.
surface-012,pillow-rs/src/compute/pool_cpu/ops/draw.rs,190;229;244,59,56,2,39,public draw/early-return,public ImageDraw operations,ImageDraw.rounded_rectangle/rectangle -> Python facade -> PyImageDraw binding -> Rust DrawOp planner -> CPU draw.rs,Pillow 12.2.0 ImageDraw.rounded_rectangle validates rectangle geometry and raises ValueError for reversed coordinates; radius zero otherwise follows rectangle drawing.,"draw.rs:244 is reached from the public rounded_rectangle path when radius is zero, but reversed axes are not rejected before queuing DrawRectangle; the operation then silently returns. draw.rs:190 is defensive validation and :229 is a valid wide-outline path.",Does the radius-zero early fallback need to preserve Pillow's public reversed-coordinate error semantics instead of silently accepting an invalid rectangle?,Validate x1 >= x0 and y1 >= y0 at the public/native rounded-rectangle planner before the radius-zero rectangle fallback; retain the existing defensive queue guards.,implementation_bug_candidate,needs_runtime_fix,pillow-rs/src/compute/pool_cpu/ops/draw.rs:180-250; pillow-rs-py/python/pillow_rs/imagedraw.py; Pillow 12.2.0 ImageDraw.rounded_rectangle; public reversed-coordinate probe,luna-011-012,complete,Luna investigator: public radius-zero reversed rectangles diverge from Pillow (silent no-op vs ValueError); proposed validation fix; no files changed.,dbf551d1-12ce-4a17-84ff-79835939ff9e,cfa9906d-c8f9-4c12-b34b-ef226035d5d7,cb6bdc19-2ffc-46a0-8095-5a800879f8f9,pillow-rs strict CPU SIMD GPU coverage 870a1f4fb,pillow-rs-current-cpu-simd-gpu-coverage-20260815,CPU+SIMD+GPU snapshot; GPU included per latest task scope; fontdone and image-slash-star excluded,ed3fb5a377cea66e64d68936df679aa7ff7d749e,870a1f4fb6d74bcd4849dea9ded09e4cdce5e5ee,supported,regions 56232/62303; lines 35005/38270; branches 5630/6738; functions 2731/3160,"MCP snapshot measured commit differs from run checkout commit; snapshot/run IDs, suite, and artifact path are recorded for audit.",mixed_reachable_defensive,pillow-rs/src/compute/pool_cpu/ops/draw.rs:244,D-012,50,ranked_targets,Exactly 50 ranked targets returned; each row is one target. Region ranges are representative where MCP marks regions_truncated=true; region_count remains authoritative.
surface-013,pillow-rs/src/ops/analysis.rs,106;128;312-313,52,27,0,13,public analysis/validation,"histogram, stat, and mask inputs",Image.histogram/ImageStat.Stat/Image.getbbox -> Python facade -> PyImage binding -> Rust histogram/stat/getbbox paths,Pillow 12.2.0 Image.histogram routes I/F through extrema and raises ValueError('min/max not given') for empty images; ImageStat.Stat(mask) delegates to masked histogram; getbbox delegates to ImagingCore.getbbox.,"analysis.rs:106 and :128 are empty-vector guards, unreachable after histogram_with_mask rejects empty I/F images at :446-447. The typed getbbox fallback is outside maintained 8-bit/L16 public construction paths. First confirmed divergence is stat(mask): image.rs:2825 validates the mask, then :2826 calls unmasked stat(), while Pillow restricts statistics to masked pixels.","Are the uncovered histogram/getbbox branches missing public inputs, or does the public masked-stat path discard the mask?","Retain the defensive histogram and alpha-mode guards. Implement mask-aware statistics after validation, using masked histogram accumulation rather than delegating to unmasked self.stat().",implementation_bug_candidate,needs_runtime_fix,"pillow-rs/src/ops/analysis.rs:97-128,180-333,418-458; pillow-rs/src/image.rs:2815-2826; pillow-rs-py/src/lib.rs:989-997,1037-1058; pillow-rs-py/python/pillow_rs/image.py:261-271; pillow-rs-py/python/pillow_rs/imagestat.py:9-20; Pillow 12.2.0 masked-stat probe",luna-013-014,complete,"Luna investigator: empty histogram/getbbox arms are defensive, but public masked-stat path discards the mask; proposed masked accumulation fix; no files changed.",dbf551d1-12ce-4a17-84ff-79835939ff9e,cfa9906d-c8f9-4c12-b34b-ef226035d5d7,cb6bdc19-2ffc-46a0-8095-5a800879f8f9,pillow-rs strict CPU SIMD GPU coverage 870a1f4fb,pillow-rs-current-cpu-simd-gpu-coverage-20260815,CPU+SIMD+GPU snapshot; GPU included per latest task scope; fontdone and image-slash-star excluded,ed3fb5a377cea66e64d68936df679aa7ff7d749e,870a1f4fb6d74bcd4849dea9ded09e4cdce5e5ee,supported,regions 56232/62303; lines 35005/38270; branches 5630/6738; functions 2731/3160,"MCP snapshot measured commit differs from run checkout commit; snapshot/run IDs, suite, and artifact path are recorded for audit.",unreachable_or_zero_gain,pillow-rs/src/image.rs:2825-2826 (mask discarded by stat path),D-013,50,ranked_targets,Exactly 50 ranked targets returned; each row is one target. Region ranges are representative where MCP marks regions_truncated=true; region_count remains authoritative.
surface-014,pillow-rs/src/ops/pil_resize.rs,113-115;208;230,49,43,4,30,public resize/validation,PIL resize and thumbnail inputs,Image.resize/Image.thumbnail -> Python facade -> PyImage binding -> Image.resize/thumbnail -> execute_resize/execute_thumbnail -> pil_resize,"Pillow 12.2.0 Image.resize validates filters and positive output dimensions, forces NEAREST for 1/P, preserves typed modes, and returns early for identity. Image.thumbnail computes aspect-preserving bounds and no-ops when requested bounds already contain the source.","pil_resize.rs:113-115 is only the typed DynamicImage fallback; supported public modes use explicit 8-bit arms, I/F paths, or dedicated L16. The :208 and :230 count==0 guards are defensive: positive sizes and supported kernels produce coefficients. A nearby public divergence remains: Image.new('L',(0,1)).thumbnail((0,2)) returns None in Pillow, while thumbnail_dimensions rejects the zero bound with ZeroDivisionError.","Are the pil_resize fallback and empty-coefficient guards missed valid public resize paths, or is thumbnail dimension normalization wrong for degenerate sources?",Keep the typed fallback and coefficient guards defensive. Correct thumbnail_dimensions ordering and empty-source no-op behavior to match Pillow before zero-division validation; the fix belongs in the public thumbnail normalizer.,unreachable_or_zero_gain,not_a_bug,"pillow-rs/src/ops/pil_resize.rs:95-115,197-239,620-680,1516-1537; pillow-rs/src/ops/resize.rs:78-206; pillow-rs/src/compute/pool_cpu/ops/geometry.rs:803-842,1240-1386; pillow-rs-py/src/lib.rs:683-695,952-962; Pillow 12.2.0 resize/thumbnail source and zero-width probe; nearby defect is tracked as D-049",luna-013-014,complete,Luna investigator: target pil_resize branches are defensive/zero-gain; thumbnail normalization has a separate public fix candidate; no files changed.,dbf551d1-12ce-4a17-84ff-79835939ff9e,cfa9906d-c8f9-4c12-b34b-ef226035d5d7,cb6bdc19-2ffc-46a0-8095-5a800879f8f9,pillow-rs strict CPU SIMD GPU coverage 870a1f4fb,pillow-rs-current-cpu-simd-gpu-coverage-20260815,CPU+SIMD+GPU snapshot; GPU included per latest task scope; fontdone and image-slash-star excluded,ed3fb5a377cea66e64d68936df679aa7ff7d749e,870a1f4fb6d74bcd4849dea9ded09e4cdce5e5ee,supported,regions 56232/62303; lines 35005/38270; branches 5630/6738; functions 2731/3160,"MCP snapshot measured commit differs from run checkout commit; snapshot/run IDs, suite, and artifact path are recorded for audit.",unreachable_or_zero_gain,see surface-049; pillow-rs/src/ops/resize.rs:171-175,D-049,50,ranked_targets,Exactly 50 ranked targets returned; each row is one target. Region ranges are representative where MCP marks regions_truncated=true; region_count remains authoritative.
surface-015,pillow-rs/src/font/imagingft.rs,417;583;590,43,18,11,24,font lane/excluded,public font/imagefont inputs; fontdone excluded,ImageFont.truetype/load_default and FreeType font helpers -> PyO3 font binding -> imagingft/font implementation -> fontdone boundary,"Pillow 12.2.0 font APIs construct/load fonts through ImageFont and FreeType-backed paths, with variation-name and glyph-metric/error handling internal to the font lane.",imagingft.rs residuals are FreeType variation-name and error helpers. They belong to the excluded font scope and are not evidence that supported imaging inputs can reach the CPU image-operation campaign.,Are these uncovered font helpers an imaging coverage gap?,Leave the font implementation and fontdone boundary untouched for this task; analyze them only in the separately scoped font parity campaign.,font_scope_excluded,unfixable_without_scope_change,"pillow-rs/src/font/imagingft.rs:400-430,560-600; pillow-rs/src/font/mod.rs; pillow-rs-py font bindings; user constraint excludes fontdone",luna-015-016,complete,Luna investigator: FreeType variation/error helpers are font-scope residuals; no imaging fix proposed; no files changed.,dbf551d1-12ce-4a17-84ff-79835939ff9e,cfa9906d-c8f9-4c12-b34b-ef226035d5d7,cb6bdc19-2ffc-46a0-8095-5a800879f8f9,pillow-rs strict CPU SIMD GPU coverage 870a1f4fb,pillow-rs-current-cpu-simd-gpu-coverage-20260815,CPU+SIMD+GPU snapshot; GPU included per latest task scope; fontdone and image-slash-star excluded,ed3fb5a377cea66e64d68936df679aa7ff7d749e,870a1f4fb6d74bcd4849dea9ded09e4cdce5e5ee,supported,regions 56232/62303; lines 35005/38270; branches 5630/6738; functions 2731/3160,"MCP snapshot measured commit differs from run checkout commit; snapshot/run IDs, suite, and artifact path are recorded for audit.",font_scope_excluded,none identified in assigned ranked ranges,none,50,ranked_targets,Exactly 50 ranked targets returned; each row is one target. Region ranges are representative where MCP marks regions_truncated=true; region_count remains authoritative.
surface-016,pillow-rs/src/compute/pool_cpu/ops/filter.rs,30;61;120,41,29,3,16,filter/validation,public filter operations,ImageFilter.MaxFilter/MinFilter/RankFilter and Image.filter -> Python facade -> PyImage -> Rust filter planner/CPU filter ops,Pillow 12.2.0 filter APIs validate filter sizes and apply native byte-image filters; MaxFilter/MinFilter/RankFilter can reach optimization paths on sufficiently large supported images.,"filter.rs:30,61,120 are defensive queue/channel/last-operation guards; public Max/Min/RankFilter optimization is reachable with large native byte images, so these ranked gaps are not unreachable surfaces. A separate parameter-size normalization question may exist outside this row.","Are the representative filter residuals truly missing public inputs, or are they defensive guards around a reachable optimization path?",Keep the queue/channel guards. Verify any independent public parameter-normalization mismatch in the dedicated param_filters path rather than forcing coverage of these zero-gain guards.,not_unreachable,not_a_bug,pillow-rs/src/compute/pool_cpu/ops/filter.rs:1-130; pillow-rs/src/ops/filter.rs; pillow-rs-py/python/pillow_rs/image.py filter facade; Pillow 12.2.0 MaxFilter/MinFilter/RankFilter source,luna-015-016,complete,Luna investigator: ranked filter guards are defensive; public large native byte images reach the optimization; no files changed.,dbf551d1-12ce-4a17-84ff-79835939ff9e,cfa9906d-c8f9-4c12-b34b-ef226035d5d7,cb6bdc19-2ffc-46a0-8095-5a800879f8f9,pillow-rs strict CPU SIMD GPU coverage 870a1f4fb,pillow-rs-current-cpu-simd-gpu-coverage-20260815,CPU+SIMD+GPU snapshot; GPU included per latest task scope; fontdone and image-slash-star excluded,ed3fb5a377cea66e64d68936df679aa7ff7d749e,870a1f4fb6d74bcd4849dea9ded09e4cdce5e5ee,supported,regions 56232/62303; lines 35005/38270; branches 5630/6738; functions 2731/3160,"MCP snapshot measured commit differs from run checkout commit; snapshot/run IDs, suite, and artifact path are recorded for audit.",mixed_reachable_defensive,none identified in assigned ranked ranges,none,50,ranked_targets,Exactly 50 ranked targets returned; each row is one target. Region ranges are representative where MCP marks regions_truncated=true; region_count remains authoritative.
surface-017,pillow-rs/src/compute/mod.rs,69-71;77-79;82-84,39,7,12,13,backend/control-plane,public backend-facing image operations,Public image operations -> Python facade -> PyImage -> compute backend selection/telemetry helpers in compute/mod.rs,"Pillow exposes image operations, not the internal backend registry/telemetry control plane represented by these helpers.",compute/mod.rs:69-84 contains backend/control-plane helpers with no maintained public Pillow binding or public input route. Supported image calls enter concrete CPU/SIMD/GPU pool operations instead of these telemetry branches.,Can any supported public Pillow-style input invoke these backend telemetry/control-plane helpers?,Keep control-plane helpers for internal backend management and testability; do not create public APIs or synthetic fixtures solely to exercise them.,unreachable,not_a_bug,pillow-rs/src/compute/mod.rs:1-100; pillow-rs/src/compute/registry.rs; pillow-rs-py backend-facing bindings; public manifest/API surface,luna-017-018,complete,Luna investigator: compute telemetry/control-plane helpers are not exposed by the maintained public API; no files changed.,dbf551d1-12ce-4a17-84ff-79835939ff9e,cfa9906d-c8f9-4c12-b34b-ef226035d5d7,cb6bdc19-2ffc-46a0-8095-5a800879f8f9,pillow-rs strict CPU SIMD GPU coverage 870a1f4fb,pillow-rs-current-cpu-simd-gpu-coverage-20260815,CPU+SIMD+GPU snapshot; GPU included per latest task scope; fontdone and image-slash-star excluded,ed3fb5a377cea66e64d68936df679aa7ff7d749e,870a1f4fb6d74bcd4849dea9ded09e4cdce5e5ee,supported,regions 56232/62303; lines 35005/38270; branches 5630/6738; functions 2731/3160,"MCP snapshot measured commit differs from run checkout commit; snapshot/run IDs, suite, and artifact path are recorded for audit.",unreachable,none identified in assigned ranked ranges,none,50,ranked_targets,Exactly 50 ranked targets returned; each row is one target. Region ranges are representative where MCP marks regions_truncated=true; region_count remains authoritative.
surface-018,pillow-rs/src/checked_dims.rs,106;112;116,39,4,4,11,allocation/validation,public dimensions and image constructors,Image.new/open and geometry-bearing operations -> Python facade -> PyImage -> checked_dims constructors/allocators,Pillow 12.2.0 validates image sizes and rejects negative dimensions; empty dimensions are supported in several constructors/operations subject to mode-specific behavior.,"checked_dims.rs:106/112/116 retains checked arithmetic and zero-size handling. Zero-size images can reach the supported path, but channel==0 and u32*u32 overflow branches cannot be represented by public mode constructors or accepted dimensions before allocation.","Are the residual checked-dimension branches public invalid-input behavior, or guards for states the Rust type/API boundary makes impossible?","Retain checked multiplication, zero-size handling, and overflow guards; use public dimension validation to reject invalid requests without weakening the checked arithmetic.",unreachable,not_a_bug,pillow-rs/src/checked_dims.rs:90-125; pillow-rs/src/image.rs constructors; pillow-rs-py Image.new binding; Pillow 12.2.0 dimension validation,luna-017-018,complete,"Luna investigator: zero-size path is public, but channel-zero and u32×u32 overflow branches are unreachable through supported constructors; guards should remain.",dbf551d1-12ce-4a17-84ff-79835939ff9e,cfa9906d-c8f9-4c12-b34b-ef226035d5d7,cb6bdc19-2ffc-46a0-8095-5a800879f8f9,pillow-rs strict CPU SIMD GPU coverage 870a1f4fb,pillow-rs-current-cpu-simd-gpu-coverage-20260815,CPU+SIMD+GPU snapshot; GPU included per latest task scope; fontdone and image-slash-star excluded,ed3fb5a377cea66e64d68936df679aa7ff7d749e,870a1f4fb6d74bcd4849dea9ded09e4cdce5e5ee,supported,regions 56232/62303; lines 35005/38270; branches 5630/6738; functions 2731/3160,"MCP snapshot measured commit differs from run checkout commit; snapshot/run IDs, suite, and artifact path are recorded for audit.",unreachable,none identified in assigned ranked ranges,none,50,ranked_targets,Exactly 50 ranked targets returned; each row is one target. Region ranges are representative where MCP marks regions_truncated=true; region_count remains authoritative.
surface-019,pillow-rs/src/compute/pool_cpu/ops/chops.rs,280;332-333;336-337,38,2,12,10,public chops/validation,ImageChops public operations,ImageChops.add/subtract/difference/multiply/screen/etc. -> Python facade -> PyImage/ImageChops -> Rust CPU chops operations,"Pillow 12.2.0 ImageChops binary operations require matching image modes and sizes, raising ValueError('images do not match') otherwise.","chops.rs:280 and :332-337 are residual validation/merge paths. Public nonlogical binary operations appear to accept mismatched channel counts by using the minimum channel count, whereas Pillow rejects L versus RGB. The first divergence is shared-mode validation before the CPU operation.",Does ImageChops need to reject mismatched mode/channel images before dispatch instead of silently processing the common channel prefix?,"Add a shared same-mode/channel validation at the public ImageChops boundary, preserving internal defensive guards and exact size validation.",implementation_bug_candidate,needs_runtime_fix,pillow-rs/src/compute/pool_cpu/ops/chops.rs:240-350; pillow-rs/src/ops/chops.rs; pillow-rs-py ImageChops facade/bindings; Pillow 12.2.0 ImageChops binary-op source and L/RGB mismatch probe,luna-019-020,complete,Luna investigator: nonlogical ImageChops binary ops may process min channels for L/RGB instead of Pillow's ValueError; proposed shared-mode validation; no files changed.,dbf551d1-12ce-4a17-84ff-79835939ff9e,cfa9906d-c8f9-4c12-b34b-ef226035d5d7,cb6bdc19-2ffc-46a0-8095-5a800879f8f9,pillow-rs strict CPU SIMD GPU coverage 870a1f4fb,pillow-rs-current-cpu-simd-gpu-coverage-20260815,CPU+SIMD+GPU snapshot; GPU included per latest task scope; fontdone and image-slash-star excluded,ed3fb5a377cea66e64d68936df679aa7ff7d749e,870a1f4fb6d74bcd4849dea9ded09e4cdce5e5ee,supported,regions 56232/62303; lines 35005/38270; branches 5630/6738; functions 2731/3160,"MCP snapshot measured commit differs from run checkout commit; snapshot/run IDs, suite, and artifact path are recorded for audit.",mixed_reachable_defensive,pillow-rs/src/ops/chops.rs -> pillow-rs/src/compute/pool_cpu/ops/chops.rs (same-mode validation),D-019,50,ranked_targets,Exactly 50 ranked targets returned; each row is one target. Region ranges are representative where MCP marks regions_truncated=true; region_count remains authoritative.
surface-020,pillow-rs/src/raster/color/from_color.rs,17-21;62-67;74-79,35,0,6,6,color conversion,public mode conversion inputs,Image.paste on typed modes -> Python facade -> PyImage -> Image::paste planner -> pillow-rs/src/ops/paste.rs -> pool_cpu/ops/effects.rs:220-225 -> raster/color/from_color.rs -> from_primitive.rs,Pillow 12.2.0 I;16 paste with an L source preserves the source's 16-bit sample value rather than scaling an 8-bit value by 257.,"The public I;16 paste Luma<u8>→Luma<u16> path reaches generic FromPrimitive, which multiplies 257 (for example 17 becomes 4369). Pillow preserves 17. The residual conversion arms therefore expose a mode-specific semantic divergence rather than merely an unreachable generic monomorphization.","Is the generic u8-to-u16 conversion appropriate for I;16 paste, or does Pillow require an I;16-specific preserving conversion?",Add an I;16-specific paste conversion that preserves the source numeric sample (with the correct native/declared byte order); do not globally change generic FromPrimitive behavior used by other conversions.,implementation_bug_candidate,needs_runtime_fix,pillow-rs/src/raster/color/from_color.rs:1-90; pillow-rs/src/ops/paste.rs; pillow-rs/src/image.rs typed-mode paths; Pillow 12.2.0 I;16 paste probe (17 remains 17); pillow-rs/src/ops/paste.rs:225; pillow-rs/src/raster/color/from_primitive.rs:38-63,luna-019-020,complete,Luna investigator: public I;16 paste diverges because generic Luma<u8>→Luma<u16> scales by 257; proposed I;16-specific conversion; no files changed.,dbf551d1-12ce-4a17-84ff-79835939ff9e,cfa9906d-c8f9-4c12-b34b-ef226035d5d7,cb6bdc19-2ffc-46a0-8095-5a800879f8f9,pillow-rs strict CPU SIMD GPU coverage 870a1f4fb,pillow-rs-current-cpu-simd-gpu-coverage-20260815,CPU+SIMD+GPU snapshot; GPU included per latest task scope; fontdone and image-slash-star excluded,ed3fb5a377cea66e64d68936df679aa7ff7d749e,870a1f4fb6d74bcd4849dea9ded09e4cdce5e5ee,supported,regions 56232/62303; lines 35005/38270; branches 5630/6738; functions 2731/3160,"MCP snapshot measured commit differs from run checkout commit; snapshot/run IDs, suite, and artifact path are recorded for audit.",reachable,pillow-rs/src/ops/paste.rs:225 -> raster/color/from_color.rs -> from_primitive.rs,D-020,50,ranked_targets,Exactly 50 ranked targets returned; each row is one target. Region ranges are representative where MCP marks regions_truncated=true; region_count remains authoritative.
surface-021,pillow-rs/src/ops/quantize.rs,259;267;429,31,31,1,24,public quantize candidate,Image.quantize public modes and degenerate images,pillow_rs.Image.quantize -> PyImage.quantize -> Image::quantize_with_input -> Image::quantize -> median_cut_quantize_rgb,Pillow 12.2.0 Image.quantize accepts supported RGB/RGBA inputs; empty RGB quantize returns a valid empty P image and solid RGB quantize succeeds.,"For non-empty input every pixel enters QuantHash, so entries cannot be empty at quantize.rs:259. find_initial_bounds returns None only for empty entries, already excluded at :259, so :267 is unreachable. TreeNode children are assigned together and never partially cleared; :429 protects an internal structural invariant. No valid public input reaches these arms.","Could valid quantize inputs create an empty histogram, missing bounds, or a node with exactly one child?",Make no runtime change. Retain the defensive returns and unreachable invariants; do not add synthetic fixtures or alter quantizer behavior solely to cover them.,unreachable,not_a_bug,"pillow-rs-py/python/pillow_rs/image.py:253-259; pillow-rs-py/src/lib.rs:964-986; pillow-rs/src/ops/quantize.rs:232-268,420-429,953-969; Pillow 12.2.0 quantize probes",luna-021-022,complete,Luna investigator: quantize residuals are internal empty-histogram/tree invariants excluded by non-empty public input and atomic child assignment; no files changed.,dbf551d1-12ce-4a17-84ff-79835939ff9e,cfa9906d-c8f9-4c12-b34b-ef226035d5d7,cb6bdc19-2ffc-46a0-8095-5a800879f8f9,pillow-rs strict CPU SIMD GPU coverage 870a1f4fb,pillow-rs-current-cpu-simd-gpu-coverage-20260815,CPU+SIMD+GPU snapshot; GPU included per latest task scope; fontdone and image-slash-star excluded,ed3fb5a377cea66e64d68936df679aa7ff7d749e,870a1f4fb6d74bcd4849dea9ded09e4cdce5e5ee,supported,regions 56232/62303; lines 35005/38270; branches 5630/6738; functions 2731/3160,"MCP snapshot measured commit differs from run checkout commit; snapshot/run IDs, suite, and artifact path are recorded for audit.",unreachable,none identified in assigned ranked ranges,none,50,ranked_targets,Exactly 50 ranked targets returned; each row is one target. Region ranges are representative where MCP marks regions_truncated=true; region_count remains authoritative.
surface-022,pillow-rs/src/raster/color/from_primitive.rs,19-22;24-25;29-32,32,0,7,11,generic conversion,public typed/mode conversion inputs,pillow_rs.Image.convert/fromarray -> PyImage.convert/fromarray -> Image::convert_with_input or from_resolved_array_interface -> DynamicImage conversion; supported Python F images use scalar F storage and color::f_to_l/f_to_rgb,Pillow 12.2.0 accepts scalar float arrays as F but rejects float RGB/RGBA arrays and RGB;F modes; Image.convert uses supported scalar/mode conversion routes.,"The maintained array typemap supports f32 only for scalar F, not shape-tail 3/4 float color images. Image.new/frombytes F creates scalar storage, while DynamicImage Rgb32F/Rgba32F variants have no supported Python constructor or decoder route. Thus the FromPrimitive<f32> arms are not instantiated by supported public inputs; no first divergence is observable there.",Are the generic f32-to-u8/u16 conversions incorrect merely because they lack coverage?,"Make no current runtime change. Preserve scalar F conversion and generic FromPrimitive. If RGB32F/RGBA32F becomes public, add a separate Pillow parity audit for real float buffers and rounding/truncation semantics.",unreachable,not_a_bug,"pillow-rs/src/raster/color/from_primitive.rs:18-35; pillow-rs/src/raster/dynamic.rs:264-290; pillow-rs/src/raster/buffer.rs:1082-1095; pillow-rs/src/ops/array.rs:35-160; pillow-rs/src/color.rs:1007-1053; pillow-rs/src/image.rs:1406-1435; pillow-rs-py/src/lib.rs:738-768,1790-1805; Pillow 12.2.0 float-array probes",luna-021-022,complete,Luna investigator: generic f32 color conversions are unreachable under the supported scalar-F-only public surface; no files changed.,dbf551d1-12ce-4a17-84ff-79835939ff9e,cfa9906d-c8f9-4c12-b34b-ef226035d5d7,cb6bdc19-2ffc-46a0-8095-5a800879f8f9,pillow-rs strict CPU SIMD GPU coverage 870a1f4fb,pillow-rs-current-cpu-simd-gpu-coverage-20260815,CPU+SIMD+GPU snapshot; GPU included per latest task scope; fontdone and image-slash-star excluded,ed3fb5a377cea66e64d68936df679aa7ff7d749e,870a1f4fb6d74bcd4849dea9ded09e4cdce5e5ee,supported,regions 56232/62303; lines 35005/38270; branches 5630/6738; functions 2731/3160,"MCP snapshot measured commit differs from run checkout commit; snapshot/run IDs, suite, and artifact path are recorded for audit.",unreachable,none identified in assigned ranked ranges,none,50,ranked_targets,Exactly 50 ranked targets returned; each row is one target. Region ranges are representative where MCP marks regions_truncated=true; region_count remains authoritative.
surface-023,pillow-rs/src/ops/utils.rs,24-26;28-29;32,31,8,1,10,validation/internal,public operation argument normalization,pillow_rs.image.Image.toqimage -> _align8to32 -> PyO3 align_row_to_32 -> pillow_rs::align_row_to_32 -> ops::utils::align_row_to_32,Pillow 12.2.0 PIL/ImageQt.py aligns normal 1/L/P rows and returns original bytes for an already-aligned zero-width row.,"Normal 1/L/P inputs match Pillow. For width=0, Pillow returns the original bytes through its already-aligned early return, while Rust computes zero bytes per line and raises ValueError. Zero-size images are valid in both public facades; the Qt parity surface is currently excluded from maintained coverage but the binding exposes the helper.","Should zero bytes per line be treated as an already-aligned empty row, matching Pillow, instead of an error?","In align_row_to_32, return data.to_vec() when calculated bytes_per_line is zero before padding or row-count arithmetic; retain checked handling for nonzero rows.",implementation_bug_candidate,needs_runtime_fix,pillow-rs/src/ops/utils.rs:24-36; pillow-rs-py/src/lib.rs:1748-1754; pillow-rs-py/python/pillow_rs/image.py:438-444; .venv/lib/python3.12/site-packages/PIL/ImageQt.py:106-129; zero-width align8to32 probe; docs/pillow-api-inventory.md:332,luna-023-024,complete,Luna investigator: zero-width public alignment diverges from Pillow (empty bytes should be accepted); proposed narrow helper fix; no files changed.,dbf551d1-12ce-4a17-84ff-79835939ff9e,cfa9906d-c8f9-4c12-b34b-ef226035d5d7,cb6bdc19-2ffc-46a0-8095-5a800879f8f9,pillow-rs strict CPU SIMD GPU coverage 870a1f4fb,pillow-rs-current-cpu-simd-gpu-coverage-20260815,CPU+SIMD+GPU snapshot; GPU included per latest task scope; fontdone and image-slash-star excluded,ed3fb5a377cea66e64d68936df679aa7ff7d749e,870a1f4fb6d74bcd4849dea9ded09e4cdce5e5ee,supported,regions 56232/62303; lines 35005/38270; branches 5630/6738; functions 2731/3160,"MCP snapshot measured commit differs from run checkout commit; snapshot/run IDs, suite, and artifact path are recorded for audit.",reachable,pillow-rs/src/ops/utils.rs:24-36,D-023,50,ranked_targets,Exactly 50 ranked targets returned; each row is one target. Region ranges are representative where MCP marks regions_truncated=true; region_count remains authoritative.
